text_id,text,linenumber
cp23,"`` Lots of sun , lots of rest .",884
cp23,The red pills are a vitamin-and-iron compound .,885
cp23,This is a sleeping capsule .,886
cp23,The others will make you a little more comfortable until you get it licked .,887
cp23,"You young men get to be my age , you won't take flu so lightly '' .",888
cp23,Charlie had accepted the diagnosis without comment .,889
cp23,"The doctor could call it anything from flu to beriberi ; ; but Charlie knew what was wrong with him and knew , too , that there was no pill to cure it .",890
cp23,"He had loved and lost Vivian Wayne to somebody else , had watched her marry the somebody else , and had caught a bear of a cold by kissing the bride good-by forever , which was really piling it on .",891
cp23,"He had caught , too , like an ailment , a confirmed distrust of women .",892
cp23,"Once burned -- scalded , really , because Vivian had given him every encouragement -- forever shy .",893
cp23,"From now on , his was going to be a man's world : the North Woods , duck blinds at dawning , beer and poker and male secretaries .",894
cp23,"Meanwhile , he had this miserable cold , and as he leaned against the refrigerator , watching the rain make sandy puddles at his feet , the doctor's prescription for lots of sun seemed like a hollow mockery .",895
cp23,"In these damp circumstances , he was an odds-on bet to develop pneumonia .",896
cp23,"He looked up to see Mrs. Kirby , awesome in a black-and-yellow polka-dotted slicker , bearing down on him .",897
cp23,`` Three-day blow '' !,898
cp23,She bellowed triumphantly .,899
cp23,He had noticed before that the natives seemed to regard really filthy weather as a kind of Pyhrric victory over the tourists .,900
cp23,"`` Fine , day after tomorrow '' , she added .",901
cp23,"`` I hope so '' , he said .",902
cp23,`` I've got this cold .,903
cp23,Thought I'd bake it out in the sun '' .,904
cp23,`` Ah '' .,905
cp23,She studied him briefly .,906
cp23,`` You've got a peaked look .,907
cp23,Better get in out of the wet '' .,908
cp23,"Charlie forbore to mention that the wet was somewhat universal , Peony being less than weatherproof .",909
cp23,"As for its being fine , day after tomorrow , he had the unhappy conviction that it would never be fine again , with Vivian lost to him forever .",910
cp23,"He could imagine her at this minute , honeymooning in Nassau with what's-his-name , lounging on golden sands , looking forward to a life of unalloyed bliss .",911
cp23,"All Charlie could look forward to was a yellow pill at noon , a salami sandwich for lunch , and a lonely old age -- if he lived that long .",912
cp23,"He leafed through the light reading provided by Mrs. Kirby for her guests : four separate adventures of the Bobbsey Twins ( At the Seashore , At the Mountains , On the Farm , and In Danger ) and several agricultural bulletins on the treatment of hoof-and-mouth disease in cattle , hideously illustrated .",913
cp23,"He dozed , only to dream of Vivian , and woke , only to crash into the night table , bruising his other shin .",914
cp23,"He took a yellow pill , only to choke on it , and went for the salami , only to find something alive in the refrigerator -- something pink and fuzzy .",915
cp23,"His first thought was that Mrs. Kirby , in her mania for color , had dyed a cat and that cat had somehow managed to open the refrigerator door and climb in ; ; but on further investigation , the thing proved to be a sweater , of the long-hair variety that sheds onto men's jackets -- pale , pale pink and , according to the label , size thirty-four .",916
cp23,"He thought about it for a minute , could find no reasonable explanation for the presence of a sweater in the refrigerator , got the salami , bread , and a Bermuda onion , and put the whole thing out of his mind .",917
cp23,"Next morning , he found a note in the refrigerator .",918
cp23,`` Would you mind wrapping your onion '' ?,919
cp23,Said this note .,920
cp23,`` The smell permeates everything '' !,921
cp23,"Everything being the sweater , a lipstick case , and a squirt bottle of Kissin' Kare pink hand lotion .",922
cp23,"The note paper was pink , too , and the handwriting small and dainty and utterly feminine .",923
cp23,"Not that he had supposed , considering the evidence , that he was sharing this refrigerator with a member of the Beach Patrol .",924
cp23,"He scrawled `` Sorry '' across the bottom of the note and then , against his better judgment , added : `` Don't you eat '' ?",925
cp23,"He didn't want to encourage anything here ; ; but on the other hand , he didn't want her swiping his salami .",926
cp23,"`` Not onions '' , came the answer the following day .",927
cp23,`` Ugh '' .,928
cp23,"Must have really smelled up her sweater , he thought , and wondered idly just why she kept the sweater fast-frozen .",929
cp23,"But then , as he well knew , women are not guided by logic or common sense .",930
cp23,Take Vivian .,931
cp23,"Yes , take Vivian .",932
cp23,Somebody had .,933
cp23,"Now , if this were Vivian next door to him and if , for some obscure female reason , she kept her clothes in the refrigerator , they would not be pink .",934
cp23,"They would be black or white or horse-blanket plaid , chic and splashy , like Vivian herself .",935
cp23,"Pink , Vivian once had told him , was for baby girls , and grown-up girls who wore pink were subconsciously clinging to their infancy .",936
cp23,`` Why does this girl keep a sweater in the refrigerator '' ?,937
cp23,He mused aloud .,938
cp23,Eh '' ?,939
cp23,"It was Mrs. Kirby , making her toilsome way along the veranda , laden with a clattery collection of mops , brushes , and pails .",940
cp23,`` What's that you say '' ?,941
cp23,"`` Oh , nothing .",942
cp23,Just glad the rain's stopped '' .,943
cp23,"`` Oh , yes .",944
cp23,Just look at that sky .,945
cp23,Be a scorcher by afternoon '' .,946
cp23,`` I hope so .,947
cp23,I've got this cold '' .,948
cp23,`` So you said '' .,949
cp23,She scrutinized him .,950
cp23,"`` My , you're peaked .",951
cp23,"You want to watch out that you don't get burned to an ash , first sunny day .",952
cp23,I must remember to warn the girl next to you in Larkspur .,953
cp23,That pale kind's the worst '' .,954
cp23,"That pale kind , Charlie thought .",955
cp23,Hardly an inviting description .,956
cp23,"But then , neither was peaked .",957
cp23,"He could hear Mrs. Kirby now , warning her pale guest against sunburn .",958
cp23,"`` I spoke to the fellow next door , too '' , she might say .",959
cp23,`` He's that peaked kind '' .,960
cp23,Surely there was a better word .,961
cp23,Charlie looked in the mirror .,962
cp23,"Run-down , iron-poor .",963
cp23,He looked more closely .,964
cp23,"Frail , feeble -- peaked .",965
cp23,"Clearly , two damp days with the Bobbsey Twins had done him no good .",966
cp23,"The sun , blazing hot as prophesied , was far from kind to Mrs. Kirby's varicolored properties .",967
cp23,"When Charlie came up from the beach for his four-o'clock pill , the whole establishment ( gaudy enough when seen through mist and fog ) looked like a floodlit modern painting -- great blocks of dizzy color , punctuated at regular intervals by the glaring white of five community refrigerators .",968
cp23,"This weekend , he thought , he would look around for some more subdued retreat , with Cape roses , maybe , at the door .",969
cp23,"He could not imagine a flower's being brave enough to grow beside Peony , Larkspur , and the rest .",970
cp23,"The sweater was gone from the refrigerator , and in its place was a large plastic bag , full of wet pink clothes .",971
cp23,"No wonder she was so pale , wearing all those cold clothes .",972
cp23,"He got a red pill and a beer and then , on impulse , transferred the rest of his salami to her side of the refrigerator and scrawled `` Be my guest '' on the wrapping .",973
cp23,It gave him a good feeling .,974
cp23,`` M-m-m .,975
cp23,"Thanks '' , was her answer the next day .",976
cp23,"The note was propped against his pill bottles and bore a postscript : `` You're not at all well , are you '' ?",977
cp23,"`` I've got this cold '' , he wrote .",978
cp23,Not that it was any of her business .,979
cp23,"`` It's none of my business '' , said the next note , `` but my Aunt Elsie used to take lemon juice and honey in hot water for a cold , and she lived to be ninety-six .",980
cp23,"I mean , she's still living , and she's ninety-six .",981
cp23,Why don't you try that '' ?,982
cp23,`` I don't have a lemon '' .,983
cp23,He had to write very small to get it on the bottom of the scrap of paper .,984
cp23,"By the next morning , she had turned the paper over .",985
cp23,"`` Gee , neither do I '' .",986
cp23,Charlie grinned .,987
cp23,She didn't sound like a pale girl .,988
cp23,She sounded a little like a redhead .,989
cp23,"But then , redheads are often pale .",990
cp23,He stuck his head in Mrs. Kirby's little rental office .,991
cp23,`` I guess that redhead next to me took your advice .,992
cp23,I haven't seen her on the beach '' .,993
cp23,"`` You won't , if you're looking for a redhead .",994
cp23,She's got browny hair '' .,995
cp23,"He spent that afternoon on the beach , looking for a pale , browny-haired girl in a pink bathing suit .",996
cp23,"There were pink bathing suits on blondes , and browny-haired girls in red or black or green bathing suits .",997
cp23,There were a sprinkling of daring bikinis and a preponderance of glorified tank suits .,998
cp23,"Up on a dune , he saw a girl , all by herself , sitting on a camp stool before an easel and absorbed in her painting .",999
cp23,"He paid little attention to her because she was a redhead and because she was wearing white -- one of those bulky , turtle-neck sweaters .",1000
cp23,"On the beach , there were pale girls and not-so-pale girls .",1001
cp23,And he saw them all as he walked up and down .,1002
cp23,"At two that morning , he was still walking -- up and down Peony , up and down the veranda , up and down the silent , moonlit beach .",1003
cp23,"Finally , in desperation , he opened the refrigerator , filched her hand lotion , and left a note .",1004
cp23,"`` I've got this sunburn '' , said the note , `` and I used some of your hand lotion .",1005
cp23,Hope you don't mind '' .,1006
cp23,"`` Of course I don't mind '' , she answered .",1007
cp23,"`` You're having a miserable time , aren't you ?",1008
cp23,"Use all the lotion you want , and for goodness' sake , stay in out of the sun for a couple of days '' .",1009
cp23,"This was a very warm , sympathetic girl , he decided .",1010
cp23,Sympathy is a fine quality in a woman .,1011
cp23,"Now Vivian , for instance , was not too long on sympathy .",1012
cp23,"She felt , and said , that sympathy only made people feel sorry for themselves ; ; it was a tough world , and you had to be tough to hold your own .",1013
cp23,"He didn't know what was so tough about Vivian's world , slopping around Nassau with what's-his-name .",1014
cp23,Suppose what's-his-name got a sunburn ?,1015
cp23,Charlie couldn't see Vivian offering any hand lotion .,1016
cp23,"She might peel him , once the worst of the agony was over .",1017
cp23,"Charlie spent the next two days in his pajama bottoms , waiting for the fire in his back to subside , and used generous quantities of the hand lotion .",1018
cp23,Correspondence passed back and forth .,1019
cp23,`` How's your sunburn now ?,1020
cp23,"The only thing , this lotion has glycerin in it , and that whitens the skin , so if you're so anxious to get a tan , you may not want to use it '' .",1021
cp23,"`` I'm not that anxious , but maybe that's why you're so fair '' .",1022
cp23,`` That Mrs. Kirby !,1023
cp23,"I'll bet she told you I was puny , too .",1024
cp23,How's your cold '' ?,1025
cp23,`` Broiled out .,1026
cp23,She didn't say you were puny .,1027
cp23,Are you ?,1028
cp23,What's puny '' ?,1029
cp23,`` Puny goes with pale and peaked .,1030
cp23,Do you have anything to read while you're shut up ?,1031
cp23,"There are two things here about Surviving in the Wilderness , and a book called ' Tom Swift and His Speedy Canoe ' ; ; but the picture of Tom Swift is pretty sinister .",1032
cp23,Also the canoe '' .,1033
cp04,"`` He must have forgiven me '' , Henrietta murmured to the room .",1034
cp04,The absolution of Doaty's last will and testament was proof enough of that ; ; Doaty would never have left her house to a godless woman .,1035
cp04,"She found herself wishing an old wish , that she had told Doaty she was running away , that she had left something more behind her than the loving , sorry note and her best garnet pin .",1036
cp04,Perhaps Doaty had guessed already and kept her counsel .,1037
cp04,"Henrietta thought , It's extraordinary how much she always knew about both of us .",1038
cp04,"There had been more to know about Hetty , inevitably , and most of it unfavorable .",1039
cp04,"Adelia was the good one , or , if not always good , less frequently tempted .",1040
cp04,"Their childhood would have been quite circumspect without Hetty's flair for drama , especially through the long summers .",1041
cp04,"In winter , in the city , there had been the Maneret School , which taught excellently with a kind of austere passion for knowledge ; ; there had been lessons in French from a small Polish nobleman with a really profound distaste for his pupils ; ; there had been the dancing class -- Miss Craddock , thin and tireless , with her supervising wand and her everlasting one-two-three , one-two-three .",1042
cp04,"There had been supper parties and teas , fetes and little balls , Mama small and pretty and gay and Papa enormously jocular , enormously possessive , the sun around which the Blackwell planets revolved .",1043
cp04,"Mama had died before the corruption of the family circle , the interruption of Charles .",1044
cp04,"It was safe to assume that Papa , sighing heavily , had said many times to his remaining daughter , `` Thank God your poor mother was spared this '' , and indeed it might be true that it had been easier for Henrietta to leave , with her hand in Charles' hand , just because her `` poor mother '' was gone already and would never know .",1045
cp04,Mama was vulnerable ; ; one had always felt the need to make a safe world around her .,1046
cp04,"But I would have gone anyway , thought Henrietta .",1047
cp04,She had always been able to ignore the moral question because there had been no choice .,1048
cp04,Only at this moment -- perhaps because it was before dawn and she was lying in Doaty's bed -- she found herself examining how others might regard her .,1049
cp04,Perhaps they would argue that morality consisted just of that ability to see a choice .,1050
cp04,"She turned on her side , finding the idea oppressive .",1051
cp04,"If Adelia had felt about someone as Henrietta felt about Charles , would she have run away with him ?",1052
cp04,Impossible to imagine Adelia feeling so about anyone .,1053
cp04,"No temptation , no sin .",1054
cp04,"No temptation , no virtue ?",1055
cp04,A curious thought to end a curious night .,1056
cp04,"The birds were really awake now in a colloquy of music , and light was beginning to creep across the room , touching sill and door , table and chair and all of Doaty's flowers in their artificial blossom and leaf .",1057
cp04,"Before anything else , she would go to Doaty's grave with flowers from Doaty's forgotten garden .",1058
cp04,"Everything must wait upon this mission , this sentimental duty of a pilgrim whose nature avoided graveyards .",1059
cp04,"She closed her eyes , remembering the small French cemetery , enclosed by stone walls .",1060
cp04,"It had always seemed to rain there , and even the grass was gray .",1061
cp04,"After the sad impatient moment , waiting for comfort which could not come , she slipped out of bed and went to the open window .",1062
cp04,The garden below was lacy with dew and enchanting in its small wildness .,1063
cp04,"Leaning out , she could see a tangle of rosebush and honeysuckle , one not quite come to bloom , one just beyond it .",1064
cp04,"On a thrusting spray thick with thorns and dewdrops and swelling pink buds , like a summer Valentine , a bird balanced and sang , nondescriptly brown and alive with its own music , a little engine of song .",1065
cp04,"It was so pretty and artless that she felt like a child again and would have enjoyed running out barefoot to play on the wet grass with all the growing things , but Doaty never permitted bare feet and she was decidedly not a child but une femme d'un certain age .",1066
cp04,"Feeling suddenly neat and subdued , she dressed quite soberly and went downstairs .",1067
cp04,"Rosa , unbelievably , was not yet up and about , reassurance that Rosa was human .",1068
cp04,"Feeling protective toward this sleeping being , Henrietta found a yesterday bun and milk in a white jug , a breakfast which was somewhat the equivalent of going barefoot .",1069
cp04,"Outside , the garden , the tame wilderness , yielded a patchwork bouquet of daisies , sweet william , scented stock and lady's bedstraw , which she tied with long grasses and took back to show Rosa , who was now stirring about the kitchen and haranguing Folly .",1070
cp04,"The poodle came gleefully to Henrietta and begged for the flowers , supplicating the air with prayerful forepaws .",1071
cp04,Henrietta held her bouquet out of reach and said it was for Doaty .,1072
cp04,"`` Rummaging in the dew '' , said Rosa coldly .",1073
cp04,`` Go change your shoes before you turn around '' .,1074
cp04,She sounded so exactly like Doaty that Henrietta obeyed her under the clear impression that she could either comply or stay home .,1075
cp04,"Folly danced , eager for whatever lay beyond the door .",1076
cp04,"To a Blackwell , there was only one church .",1077
cp04,"The cemetery slumbered just behind it , and the way lay through the village and close to the sea .",1078
cp04,"For the first time in thirty years , Henrietta walked down the narrow street with its shuttered shops just stirring and its inhabitants eying her with the frankest curiosity .",1079
cp04,"She smiled and bowed , recalling the princess-in-a-carriage feeling she had enjoyed when she was a child .",1080
cp04,"Now , some of the acknowledgments were cautious , but all were interested .",1081
cp04,"An old man , sitting against the wall of a cottage and waiting for the sun to find him , gave her a more than reflective look as she passed , the sap still plainly rising in his branches .",1082
cp04,"On an impulse , she turned back and said good morning .",1083
cp04,"He cupped his ear and shook his head at her repetition , announcing in a nettled way that he had heard her the first time .",1084
cp04,"He then offered his own estimate of the weather , which was unenthusiastic .",1085
cp04,"`` Summer's been slow to come '' , he said .",1086
cp04,`` It's my dryin' out time '' .,1087
cp04,He scowled at her flowers .,1088
cp04,"`` I'm taking them to the cemetery '' , said Henrietta , out of a vague feeling of hospitality .",1089
cp04,"`` They'll be takin' me next '' , he said pleasantly , `` but not so soon's they plan .",1090
cp04,See half of 'em in their graves before I choose my own coffin .,1091
cp04,It's dryin' myself out that does it '' .,1092
cp04,He regarded her with rising hope .,1093
cp04,`` You'd like to hear how I go about it '' .,1094
cp04,"`` It's nice of you '' , Henrietta said doubtfully .",1095
cp04,`` Y're welcome '' .,1096
cp04,"He straightened himself , soldierly against the wall , and pulled his sprawled feet together so they stood side by side in their old boots .",1097
cp04,His stick ceased to be a thing to rest his chin on and became a pointer for emphasizing the finer aspects of his text .,1098
cp04,"`` Every month , f'r three days '' , he said happily , `` I take no water into my system , no water whatsoever .",1099
cp04,It rests the tissues '' .,1100
cp04,"Henrietta murmured that she could quite see how it would , and he nodded approval of her womanly good sense .",1101
cp04,"`` Rests the tissues '' , he said , `` and pacifies the system .",1102
cp04,"My dad did it , and he lived to a great age '' .",1103
cp04,He looked up at her sharply .,1104
cp04,"`` Don't remember , do you '' ?",1105
cp04,"She did suddenly , through the link of memory with his father , old Titus , who must have been in his nineties when Henrietta ran away .",1106
cp04,"Next to the Blackwells , Titus had owned the island most , and she and Adelia had often stood in front of him , silenced by his terrible years -- a scanty man with a thin beard and very deep-set blue eyes like a mariner , more aged than possible .",1107
cp04,"He had never spoken once to the awed sisters , but his son had been friendly , a big fellow of fifty or more , a fishing-boat captain and powerful like the sea .",1108
cp04,"It must be that son who sat before her now , shriveled to half his size and half his senses .",1109
cp04,"She said gently , `` Of course I remember you '' .",1110
cp04,"`` Not so well's I remember you '' , he said .",1111
cp04,`` Y're the young Blackwell woman .,1112
cp04,Ran away on a black night with a lawful wedded man .,1113
cp04,I know all about you '' .,1114
cp04,"`` You do seem to '' , said Henrietta , impressed .",1115
cp04,"`` Can't blame a man for leavin' his wife '' , he said quite cheerfully .",1116
cp04,"`` Left mine many a time , only she never knew it .",1117
cp04,"Man in a boat , there's a lot of places he can put in at and a lot of reasons he can be away for a bit .",1118
cp04,Any harm in that '' ?,1119
cp04,"`` Probably '' , said Henrietta dryly .",1120
cp04,He gave a short hard laugh and looked at her knowingly .,1121
cp04,"`` You'd be the one to say '' , he observed , and she found herself liking his approval none too well , but she could not defend herself and say that her actions were `` different '' , since all actions had their own laws .",1122
cp04,"Only , this old man's connivance was even less to her taste than Selma Cotter's open censure .",1123
cp04,"Well , she had not come back to Great Island to be understood , praised or condemned .",1124
cp04,"She had come to make her peace with the past , and of that past this ancient of the earth was only a kind of shadow .",1125
cp04,"She started to move away , just as a woman came out of the cottage , a big-boned , drab-haired figure with a clean apron tied over her limp print dress .",1126
cp04,She smiled vaguely at Henrietta and spoke to the old man .,1127
cp04,"`` You've not had your breakfast yet , gran'dad '' .",1128
cp04,"`` Y'r dam' porridge is no breakfast '' , he said .",1129
cp04,`` Milk and sops '' !,1130
cp04,"He beat the air with his stick , and it fell from his claws and clattered on the stones .",1131
cp04,"`` He's lowly today '' , his grand-daughter said wearily , and bent to pick it up .",1132
cp04,`` He's got this idea about drying out '' `` It ain't an idea '' !,1133
cp04,"`` If it ain't an idea '' , she said , `` how comes it you can drink beer but not water '' ?",1134
cp04,"He looked piously to heaven and said , `` Beer don't affect the tissues none '' , and the ingenious hypocrisy of this defense pleased Henrietta so that she forgave him his stint of malevolence .",1135
cp04,His grand-daughter sighed .,1136
cp04,"`` Come on , do .",1137
cp04,"The children are eating , and Miss Blackwell's on her way somewheres '' .",1138
cp04,`` To the graveyard .,1139
cp04,Who ain't '' ?,1140
cp04,`` Not me .,1141
cp04,I've got a day's work to do .,1142
cp04,"-- You'll be visiting Miss Doaty , Ma'am '' ?",1143
cp04,Henrietta nodded .,1144
cp04,How much they knew about her !,1145
cp04,"The woman ( she must have been a tiny baby when Hetty and Delia had stood arm in arm , watching great age grow small ) answered the nod with her own .",1146
cp04,"`` God rest her soul , she was a sweet one .",1147
cp04,Come on now '' .,1148
cp04,"She put a strong hand under the old man's arm and lifted him up , patiently , with the gentle cruelty and necessary tyranny that the young show toward the very old .",1149
cp04,"He mumbled at her but let himself be led off inside the house , shuffling mightily to make it clear how weak and aged he was and how he was buffeted about by those who still had their wicked strength .",1150
cp04,"There was a gabble of voices from indoors , young hungry sounds like cats after fish , and a burst of swearing from the old man .",1151
cp04,"Henrietta looked down at her bouquet , still lively with its color and scent , and set her feet on their journey's way again , leaving the village street and crossing the first field , Folly dancing ahead of her .",1152
cp04,"At the edge of the field , the wild rolling land took over , dotted with fat round bushes like sheep .",1153
cp04,"They were covered with tiny white blossoms , their scant roots clawing at the stony ground , and wild birds darted in and about and through them so they were nearly alive with the rustle and cry .",1154
cp04,"The air was full of sounds too but placid ones , a terrestrial humming as much out of the earth as out of the blue sky .",1155
cp04,"She felt mindless , walking , and almost easy until the church spire told her she was near the cemetery , and she caught herself wondering what she would say to Doaty .",1156
cp04,Both church and graveyard were smaller than she remembered them ( how many things had lessened while she was gone away ) but the headstones had grown so thick in thirty years that to find one named `` Dorothy Tredding '' seemed suddenly impossible .,1157
cp04,"She sat down on the nearest , fallen with age and gray with sea-damp , her fingers tracing the indecipherable carved letters padded with green moss .",1158
cp04,"The day's sun was gathering its strength in gold , and she wished she had brought her parasol , if only to shade Doaty's flowers .",1159
cp04,"A small , rock-carved angel watched her from a nearby tomb , the only angel in the cemetery .",1160
cp04,"She remembered , suddenly , a night of savage moonlight and scudding clouds when she and Adelia , having dared each other , had stolen out of their great safe house and come here , hand in hand , hoping and fearing ghosts .",1161
cp16,"Unimpressed , the dog plopped on the sand .",1162
cp16,Quint couldn't blame Maggie for disbelieving .,1163
cp16,"For eleven days they'd done the same thing , leaving the cottage quietly before breakfast , before Esperanza Beach got jammed with tourists and beach balls and show-offy lifeguards .",1164
cp16,The swirling sand made Quint's limp more pronounced .,1165
cp16,"They walked slowly past the sherbet-colored cottages -- eleven lemon , nine mint , seven orange -- around the curve to a deserted stand with an `` Eats '' sign jiggling in the wind .",1166
cp16,Now they were in friendly territory .,1167
cp16,Nobody around .,1168
cp16,Nothing but sand and a ridge of rocks sloping jaggedly to the water's edge .,1169
cp16,"His rock was to the right of a V-shaped inlet , a big , brown , lumpy rock trailing seaweed whiskers .",1170
cp16,His rock was special because no one on the beach could see him here .,1171
cp16,Here he was enclosed and safe .,1172
cp16,"( If a dragon or a sea monster came along , didn't he have a red Swiss hunting knife on his belt -- ten blades and a corkscrew ?",1173
cp16,Here was a perfect place to lie down and make believe .,1174
cp16,He was Canute controlling the waves .,1175
cp16,"He was a knight of the Round Table , `` Sir Quintus the Brave '' , slaying evil spirits and banshees and vampires and witches with warty noses .",1176
cp16,"( One good thing about a suit of armor , his leg wouldn't show . )",1177
cp16,"He was the first astronaut on the moon , chosen because of his small size and intrepid nature .",1178
cp16,"He was six feet one like his father , with big hands and a hairy chest , a man the weak and persecuted would turn to .",1179
cp16,Fearless .,1180
cp16,"Every night when he wanted a drink of water , didn't he practice being fearless by not turning on the bathroom light ?",1181
cp16,"A dark bathroom can be pretty scary , and he'd creep back to bed , proud of himself , thinking : Tomorrow , for sure , I'll go down to the rock and keep my promise to Dad .",1182
cp16,He hadn't intended to make the promise .,1183
cp16,"It happened two weeks ago , the night before his father left on a business trip to South America .",1184
cp16,"Every piece of the nightmare was clear , in place ; ; and when he woke up , his father was saying , `` Stop screaming , Quint .",1185
cp16,It's all right .,1186
cp16,Stop shaking '' .,1187
cp16,"He could remember the feel of his father's big hands , the thump of his father's heart sending out signals -- regular , like radar .",1188
cp16,`` Let's talk about the beach .,1189
cp16,Son .,1190
cp16,"While I'm gone you get brown and fat as a pig , hear ?",1191
cp16,"Look , I can put two fingers between the cords in the back of your neck .",1192
cp16,Dr. Fortman says swimming would help your leg .,1193
cp16,He says you're limping more than you need to '' .,1194
cp16,`` How does he know ?,1195
cp16,Big dumb nut .,1196
cp16,He never had polio '' .,1197
cp16,In the light from the bedside table his father looked so worried that the promise spilled out .,1198
cp16,"`` You just wait , Dad .",1199
cp16,When you get back I'll probly be swimming better than Victoria .,1200
cp16,"Wait and see , Dad '' .",1201
cp16,"Victoria was fourteen months younger than Quint , a head taller , and could lick any boy or girl on the beach .",1202
cp16,He called her `` Fatso '' .,1203
cp16,"She called him `` Stuck-up -- that's why nobody plays with you , Mister Stuck-up '' .",1204
cp16,"Or , what was worse , she prayed for him out loud at bedtime : `` Please , Lord Gord , please give my brother the strength to go swimming like he promised '' .",1205
cp16,`` She's got a nerve '' .,1206
cp16,Quint said now to the clouds .,1207
cp16,Strength began to zip up and down his chest .,1208
cp16,He felt strong as a giant .,1209
cp16,He unlaced his high brown shoes and took off the metal brace on his leg .,1210
cp16,He wadded his sweat shirt into a ball and stripped down to his swimming trunks .,1211
cp16,"`` Goolick , goooolick '' , creaked a sea gull .",1212
cp16,"`` Aw , shut up '' , he said .",1213
cp16,"He stood on the rock , a skinny , dignified boy surrounded by the ocean .",1214
cp16,"The wind bored a hole between his shoulder blades , and when he looked at the choppy waves coming and going and crossing each other he could see his head down there , bleeding , wedged between the rocks and the waves .",1215
cp16,I can't go in .,1216
cp16,I'm scared of the nightmare .,1217
cp16,"Shivering , he put on his clothes .",1218
cp16,"And shivering with shame , he crawled to the narrow end of the rock and spat into the water .",1219
cp16,"`` Watch it , big shot '' , a hoarse voice yelled back .",1220
cp16,She was holding on to his rock with one hand .,1221
cp16,She smelled of peppermints .,1222
cp16,"She wore a bathing suit like his mother's , no straps on the shouders .",1223
cp16,`` Why didn't you duck '' ?,1224
cp16,He snapped .,1225
cp16,`` This is my rock '' .,1226
cp16,`` Isn't '' .,1227
cp16,`` Is '' .,1228
cp16,`` Isn't '' .,1229
cp16,`` Is '' .,1230
cp16,She was sore as a boil .,1231
cp16,`` Ever hear of squatter's rights '' ?,1232
cp16,`` Sure .,1233
cp16,"They started with the Kansas-Nebraska Bill of eighteen '' -- `` Mister Big Britches , aren't you '' ?",1234
cp16,`` I'm Mark Gordon Peters the Fifth .,1235
cp16,They call me Quint '' .,1236
cp16,`` Then why don't you stop squinting '' ?,1237
cp16,`` I said Quint .,1238
cp16,That's short for Quintus .,1239
cp16,"Quintus in Latin means '' -- `` I can speak both kinds of Latin , smart aleck '' .",1240
cp16,Her cough sounded like cloth ripping .,1241
cp16,"`` You shouldn't smoke so much '' , he said , unconsciously imitating Victoria's holier-than-thou voice .",1242
cp16,`` I don't smoke '' .,1243
cp16,She was horrified .,1244
cp16,`` Do you '' ?,1245
cp16,"`` Hell , yes '' .",1246
cp16,"Not having said `` hell '' before , he stumbled a bit before gathering momentum .",1247
cp16,"`` Sometimes eleven , fourteen a day '' .",1248
cp16,"`` If I was your mama , I'd wop your tail off '' .",1249
cp16,`` My mother never wops me .,1250
cp16,I've got this leg brace '' .,1251
cp16,She seemed so unimpressed that he was obliged to roll up his blue jeans so she could see his brace .,1252
cp16,"`` Dingy-looking '' , was what she said .",1253
cp16,`` Why don't you paint it red and white like a barber pole '' ?,1254
cp16,`` Because maybe I won't have to wear it always .,1255
cp16,"Dr. Fortman says if I exercise my leg more , maybe I can use a cane when I'm big '' .",1256
cp16,She spouted a mouthful of water into the air .,1257
cp16,`` A cane's mighty handy .,1258
cp16,"Someone's walking past , you want to stop him , zoooop , snag him around the neck with the crook in your cane .",1259
cp16,"Or say a waiter brings you a bowl of soup with a dead fly in it -- all you got to do is bannnnnng , stooooomp your cane on the floor .",1260
cp16,"Hey , will you look at that '' ?",1261
cp16,Maggie had shaken himself awake and was licking the sand off his stubby whiskers and his long plume of a tail .,1262
cp16,`` That's some dog .,1263
cp16,What kind '' ?,1264
cp16,"`` Part collie , part wire-haired terrier '' .",1265
cp16,Quint glared .,1266
cp16,He always did when people asked .,1267
cp16,"`` Holy mackerel , that's the most unique dog I ever saw '' , she said firmly .",1268
cp16,"`` His real name's DiMaggio , only we call him Maggie because he has to take tranquilizers .",1269
cp16,He's braver than he looks .,1270
cp16,He's been sick lately .,1271
cp16,Last Tuesday he went on a ham jag '' .,1272
cp16,`` A what '' ?,1273
cp16,"He would have told her , but Victoria was yodeling .",1274
cp16,That meant `` Mama wants you Quint .,1275
cp16,Come home or I'll come find you '' .,1276
cp16,`` I gotta go .,1277
cp16,"Even though this is my rock , you can use it sometimes .",1278
cp16,I come early in the morning '' .,1279
cp16,`` So do I .,1280
cp16,"See you around , Mister Squint '' .",1281
cp16,That was how they started being friends .,1282
cp16,They met next morning and all the mornings thereafter .,1283
cp16,"Same time , early , before the fog burned off , because she didn't like the sun ; ; it made her blister .",1284
cp16,"Her name was Sabella , and the strip of seaweed around her neck was an emerald necklace the King gave her as a token of his undying love .",1285
cp16,`` You going to marry the King '' ?,1286
cp16,`` No .,1287
cp16,He's got a long beard and picks his teeth with a fork .,1288
cp16,My hair is what he's nuts about .,1289
cp16,Naturally curly hair runs in my family .,1290
cp16,"Personally , I prefer straight hair like yours , but as they say on the Continent , ' What can one do ' '' ?",1291
cp16,`` Which continent '' ?,1292
cp16,"`` Name one , I been there '' .",1293
cp16,"Japan , she said , smelled pugh because people let dead fish lie on the beaches till the fish got hard as rocks ; ; then they scraped off the mold and made fish soup .",1294
cp16,Pugh .,1295
